"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"LMLP","LML Payment Systems, Inc.","2.75","77544500","n/a","Miscellaneous","Business Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=LMLP&selected=LMLP",
"LNBB","LNB Bancorp, Inc.","4.7499","37452961.5","n/a","Finance","Major Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=LNBB&selected=LNBB",
"LOCM","Local.com Corporation","2.21","46920510","n/a","Miscellaneous","Business Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=LOCM&selected=LOCM",
"LNET","LodgeNet Interactive Corporation","2.02","50813100","1993","Consumer Services","Telecommunications Equipment","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=LNET&selected=LNET",
"LOGI","Logitech International S.A.","8.79","1575607500","1997","Technology","Computer peripheral equipment","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=LOGI&selected=LOGI",
"LOGM","LogMein, Inc.","32.53","782411560","2009","Technology","Computer Software: Prepackaged Software","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=LOGM&selected=LOGM",
"LOJN","LoJack Corporation","3.17","58315320","n/a","Consumer Durables","Telecommunications Equipment","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=LOJN&selected=LOJN",
"LOOK","LookSmart, Ltd.","1.35","23317200","1999","Technology","EDP Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=LOOK&selected=LOOK",
"LOOP","LoopNet, Inc.","17.97","585300870","2006","Finance","Real Estate","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=LOOP&selected=LOOP",
"LORL","Loral Space and Communications, Inc.","49.05","1039516650","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=LORL&selected=LORL",
"LABC","Louisiana Bancorp, Inc.","15.74","56522340","n/a","Finance","Savings Institutions","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=LABC&selected=LABC",
"LPLA","LPL Investment Holdings Inc.","28.5","3102510000","2010","Finance","Investment Bankers/Brokers/Service","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=LPLA&selected=LPLA",
"LRAD","LRAD Corporation","2.53","81794900","n/a","Consumer Non-Durables","Consumer Electronics/Appliances","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=LRAD&selected=LRAD",
"LSBI","LSB Financial Corp.","14.3","22222200","n/a","Finance","Savings Institutions","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=LSBI&selected=LSBI",
"LYTS","LSI Industries Inc.","7.02","168816960","1985","Consumer Durables","Building Products","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=LYTS&selected=LYTS",
"LTXC","LTX-Credence Corporation","6.18","305681340","n/a","Capital Goods","Electrical Products","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=LTXC&selected=LTXC",
"LUFK","Lufkin Industries, Inc.","65.53","1996174860","n/a","Technology","Industrial Machinery/Components","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=LUFK&selected=LUFK",
"LULU","lululemon athletica inc.","50.44","5450142880","2007","Consumer Non-Durables","Apparel","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=LULU&selected=LULU",
"LMNX","Luminex Corporation","24.62","1036231180","2000","Health Care","Medical/Dental Instruments","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=LMNX&selected=LMNX",
"LUNA","Luna Innovations Incorporated","1.32","18012720","2006","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=LUNA&selected=LUNA",
"MBTF","M B T Financial Corp","1.3","22444500","n/a","Finance","Major Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=MBTF&selected=MBTF",
"MCBC","Macatawa Bank Corporation","2.92","51625600","n/a","Finance","Major Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=MCBC&selected=MCBC",
"MFNC","Mackinac Financial Corporation","5.85","20007000","n/a","Finance","Major Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=MFNC&selected=MFNC",
"MAGS","Magal Security Systems Ltd.","2.39","24848830","1993","Consumer Durables","Telecommunications Equipment","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=MAGS&selected=MAGS",
"MGLN","Magellan Health Services, Inc.","44.36","1418189200","n/a","Health Care","Hospital/Nursing Management","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=MGLN&selected=MGLN",
"MPET","Magellan Petroleum Corporation","1.19","62422640","n/a","Energy","Oil & Gas Production","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=MPET&selected=MPET",
"MGIC","Magic Software Enterprises Ltd.","4.48","162064000","1991","Technology","Computer Software: Prepackaged Software","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=MGIC&selected=MGIC",
"CALL","magicJack VocalTec Ltd","21.75","249777000","1992","Public Utilities","Telecommunications Equipment","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CALL&selected=CALL",
"LAVA","Magma Design Automation, Inc.","5.96","397990920","2001","Technology","Computer Software: Prepackaged Software","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=LAVA&selected=LAVA",
"MGYR","Magyar Bancorp, Inc.","4.29","24809070","n/a","Finance","Savings Institutions","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=MGYR&selected=MGYR",
"MHLD","Maiden Hldgs Ltd","8.25","594882750","n/a","Finance","Property-Casualty Insurers","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=MHLD&selected=MHLD",
"MSFG","MainSource Financial Group, Inc.","8.66","174377760","n/a","Finance","Major Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=MSFG&selected=MSFG",
"COOL","Majesco Entertainment Company","1.84","72967040","1998","Technology","Computer Software: Prepackaged Software","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=COOL&selected=COOL",
"MMUS","MakeMusic, Inc.","4.81","23386220","n/a","Technology","Computer Software: Prepackaged Software","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=MMUS&selected=MMUS",
"MMYT","MakeMyTrip Limited","17.75","648762500","2010","Consumer Services","Transportation Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=MMYT&selected=MMYT",
"MKTAY","Makita Corp.","42.8","5896042400","n/a","Technology","Industrial Machinery/Components","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=MKTAY&selected=MKTAY",
"MAKO","MAKO Surgical Corp.","28.88","1182895920","2008","Health Care","Industrial Specialties","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=MAKO&selected=MAKO",
"MLVF","Malvern Federal Bancorp, Inc.","7.4999","45771889.7","n/a","Finance","Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=MLVF&selected=MLVF",
"MANH","Manhattan Associates, Inc.","33.99","738840630","1998","Technology","Computer Software: Prepackaged Software","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=MANH&selected=MANH",
"LOAN","Manhattan Bridge Capital, Inc","1.02","3390480","1997","Finance","Finance Companies","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=LOAN&selected=LOAN",
"MNTX","Manitex International, Inc.","3.6","41076000","n/a","Technology","Industrial Machinery/Components","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=MNTX&selected=MNTX",
"MTEX","Mannatech, Incorporated","0.65","17218500","n/a","Consumer Durables","Specialty Chemicals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=MTEX&selected=MTEX",
"MNKD","MannKind Corporation","2.47","322791950","2004","Consumer Durables","Major Pharmaceuticals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=MNKD&selected=MNKD",
"MANT","ManTech International Corporation","35.77","835873360","1971","Consumer Services","Other Consumer Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=MANT&selected=MANT",
"MAPP","MAP Pharmaceuticals, Inc.","12.27","371511060","2007","Consumer Durables","Major Pharmaceuticals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=MAPP&selected=MAPP",
"MCHX","Marchex, Inc.","10.8","293360400","2004","Miscellaneous","Business Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=MCHX&selected=MCHX",
"MRNA","Marina Biotech, Inc.","0.2185","17722535","n/a","Consumer Durables","Major Pharmaceuticals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=MRNA&selected=MRNA",
"MARPS","Marine Petroleum Trust","18.9","37800000","n/a","Energy","Oil & Gas Production","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=MARPS&selected=MARPS",
"LEDR","Market Leader, Inc","1.97","49521860","n/a","Consumer Services","Advertising","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=LEDR&selected=LEDR",
"MKTX","MarketAxess Holdings, Inc.","24.86","878129780","2004","Finance","Investment Bankers/Brokers/Service","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=MKTX&selected=MKTX",
"MRLN","Marlin Business Services Corp.","12.13","157884080","2003","Finance","Major Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=MRLN&selected=MRLN",
"MSHL","Marshall Edwards, Inc.","1.53","13587930","2003","Consumer Durables","Major Pharmaceuticals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=MSHL&selected=MSHL",
"MRTN","Marten Transport, Ltd.","18.89","415277760","1986","Transportation","Trucking Freight/Courier Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=MRTN&selected=MRTN",
"MMLP","Martin Midstream Partners L.P.","33.01","646401820","2002","Energy","Oil Refining/Marketing","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=MMLP&selected=MMLP",
"MRVL","Marvell Technology Group, Ltd.","11.98","7323589640","2000","Technology","Semiconductors","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=MRVL&selected=MRVL",
"MASI","Masimo Corporation","25.01","1493997360","2007","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=MASI&selected=MASI",
"MASC","Material Sciences Corporation","6.73","83519300","n/a","Capital Goods","Industrial Specialties","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=MASC&selected=MASC",
"MTRX","Matrix Service Company","10.73","283679740","1981","Basic Industries","Engineering & Construction","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=MTRX&selected=MTRX",
"MAT","Mattel, Inc.","24.21","8415105480","n/a","Consumer Non-Durables","Recreational Products/Toys","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=MAT&selected=MAT",
"MATR","Mattersight Corporation","5.91","92308290","n/a","Consumer Services","Professional Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=MATR&selected=MATR",
"MATW","Matthews International Corporation","32.47","958287110","1994","Capital Goods","Metal Fabrications","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=MATW&selected=MATW",
"MTSN","Mattson Technology, Inc.","1.42","82550280","1994","Technology","Industrial Machinery/Components","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=MTSN&selected=MTSN",
"MXIM","Maxim Integrated Products, Inc.","21.82","6444929760","1988","Technology","Semiconductors","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=MXIM&selected=MXIM",
"MXWL","Maxwell Technologies, Inc.","17.09","477648410","n/a","Energy","Industrial Machinery/Components","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=MXWL&selected=MXWL",
"MAXY","Maxygen, Inc.","5.55","167615550","1999","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=MAXY&selected=MAXY",
"MFLR","Mayflower Bancorp, Inc.","8.25","17102250","n/a","Finance","Major Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=MFLR&selected=MFLR",
"MBFI","MB Financial Inc.","17.94","976438320","n/a","Finance","Major Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=MBFI&selected=MBFI",
"MSSR","McCormick & Schmick's Seafood Restaurants, Inc.","6.57","97465950","2004","Consumer Services","Restaurants","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=MSSR&selected=MSSR",
"MCGC","MCG Capital Corporation","4.33","333674130","2001","n/a","n/a","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=MCGC&selected=MCGC",
"MGRC","McGrath RentCorp","26.21","636929210","1984","Technology","Diversified Commercial Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=MGRC&selected=MGRC",
"MDCA","MDC Partners Inc.","16.01","478907130","n/a","Technology","Advertising","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=MDCA&selected=MDCA",
"MEAD","Meade Instruments Corp.","3.9","4797000","1997","Capital Goods","Electronic Components","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=MEAD&selected=MEAD",
"MEAS","Measurement Specialties, Inc.","28.48","425946880","n/a","Capital Goods","Industrial Machinery/Components","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=MEAS&selected=MEAS",
"MCOX","Mecox Lane Limited","1.87","108244950","2010","Consumer Non-Durables","Apparel","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=MCOX&selected=MCOX",
"TAXI","Medallion Financial Corp.","9.63","168226470","1996","Finance","Finance: Consumer Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TAXI&selected=TAXI",
"MDAS","MedAssets, Inc.","10.11","592587540","2007","Technology","Computer Software: Prepackaged Software","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=MDAS&selected=MDAS",
"MDTH","MedCath Corporation","13.25","269332750","2001","Health Care","Hospital/Nursing Management","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=MDTH&selected=MDTH",
"MDCI","Medical Action Industries Inc.","6.95","113820150","n/a","Health Care","Industrial Specialties","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=MDCI&selected=MDCI",
"MNOV","MediciNova, Inc.","2.48","37904320","n/a","Consumer Durables","Major Pharmaceuticals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=MNOV&selected=MNOV",
"MDSO","Medidata Solutions, Inc.","16.52","400874320","2009","Technology","Computer Software: Prepackaged Software","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=MDSO&selected=MDSO",
"MDVN","Medivation, Inc.","17.33","604834330","n/a","Consumer Durables","Major Pharmaceuticals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=MDVN&selected=MDVN",
"MEDW","MEDIWARE Information Systems, Inc.","10.28","82404480","1991","Technology","EDP Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=MEDW&selected=MEDW",
"MEDH","MedQuist Holdings Inc.","11.8","580182400","n/a","Technology","EDP Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=MEDH&selected=MEDH",
"MTOX","Medtox Scientific, Inc.","14.81","132090390","n/a","Health Care","Medical Specialities","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=MTOX&selected=MTOX",
"MELA","MELA Sciences, Inc","1.85","46736550","2005","Health Care","Medical/Dental Instruments","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=MELA&selected=MELA",
"MPEL","Melco Crown Entertainment Limited","12.21","6500799360","2006","Consumer Services","Hotels/Resorts","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=MPEL&selected=MPEL",
"MLNX","Mellanox Technologies, Ltd.","29.5","1025833000","2007","Technology","Semiconductors","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=MLNX&selected=MLNX",
"MEMS","MEMSIC, Inc.","2.4","57182400","2007","Technology","Semiconductors","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=MEMS&selected=MEMS",
"MENT","Mentor Graphics Corporation","9.33","1048262820","1984","Technology","EDP Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=MENT&selected=MENT",
"MTSL","MER Telemanagement Solutions Ltd.","1.19","5306210","1997","Public Utilities","Telecommunications Equipment","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=MTSL&selected=MTSL",
"MELI","MercadoLibre, Inc.","63.22","2790341140","1997","Miscellaneous","Business Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=MELI&selected=MELI",
"MBWM","Mercantile Bank Corporation","8.31","71507550","1998","Finance","Major Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=MBWM&selected=MBWM",
"MERC","Mercer International Inc.","8.09","360207250","n/a","Basic Industries","Paper","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=MERC&selected=MERC",
"MBVT","Merchants Bancshares, Inc.","26.87","166513390","n/a","Finance","Major Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=MBVT&selected=MBVT",
"MRCY","Mercury Computer Systems","15.78","476224620","1985","Capital Goods","Electrical Products","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=MRCY&selected=MRCY",
"MRGE","Merge Healthcare Incorporated.","5.8","488777600","1998","Technology","EDP Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=MRGE&selected=MRGE",
"VIVO","Meridian Bioscience Inc.","17.93","735201720","1986","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=VIVO&selected=VIVO",
"EBSB","Meridian Interstate Bancorp, Inc.","13.63","305475560","n/a","Finance","Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=EBSB&selected=EBSB",
"MMSI","Merit Medical Systems, Inc.","14.47","595787780","n/a","Health Care","Medical/Dental Instruments","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=MMSI&selected=MMSI",
"MTTX","Merrill Lynch & Co., Inc.","9.92","17856000","n/a","Finance","Investment Bankers/Brokers/Service","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=MTTX&selected=MTTX",
"PGEB","Merrill Lynch & Co., Inc.","10.27","17459000","n/a","Finance","Investment Bankers/Brokers/Service","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=PGEB&selected=PGEB",
"MERR","Merriman Holdings, Inc.","2.2","5418600","n/a","Finance","Investment Bankers/Brokers/Service","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=MERR&selected=MERR",
"MERU","Meru Networks, Inc.","9.99","173296530","2010","Technology","Computer Communications Equipment","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=MERU&selected=MERU",
"MLAB","Mesa Laboratories, Inc.","33.36","108319920","1972","Capital Goods","Industrial Machinery/Components","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=MLAB&selected=MLAB",
"CASH","Meta Financial Group, Inc.","19","59223000","1993","Finance","Savings Institutions","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CASH&selected=CASH",
